agency_name,separation,Trump_Separations
AF2E-AIR FORCE LEGAL OPERATIONS AGENCY,Death,0
AF2F-AIR FORCE MEDICAL SERVICES CENTER,Death,0
AF2H-AIR FORCE COMBAT OPERATIONS STAFF,Death,0
AF2I-AIR NATIONAL GUARD SUPPORT CENTER,Death,2
AF2K-AIR FORCE HISTORICAL RESEARCH AGENCY,Death,0
AF2L-AIR FORCE TECHNICAL APPLICATIONS CENTER,Death,0
AF2M-AIR FORCE REVIEW BOARDS AGENCY,Death,0
AF2Q-AIR WEATHER SERVICE,Death,0
AF2R-AIR FORCE PROGRAM EXECUTIVE OFFICE,Death,0
AF2S-AIR FORCE ELEMENTS NORAD,Death,0
AF2T-AIR FORCE SAFETY CENTER,Death,0
"AF2U-AIR FORCE MORALE, WELFARE AND RECREATION CENTER",Death,0
AF2Z-AIR FORCE MEDICAL OPERATIONS AGENCY,Death,0
AF34-AIR NATIONAL GUARD,Death,2
"AF3C-AIR FORCE ELEMENTS, U.S. CENTRAL COMMAND",Death,1
"AF3D-AIR FORCE ELEMENTS, U.S. SPECIAL OPERATIONS COMMAND",Death,1
"AF3N-AIR FORCE ELEMENTS, U.S. ATLANTIC COMMAND",Death,0
"AF3Q-AIR FORCE ELEMENTS, U.S. STRATEGIC COMMAND",Death,1
"AF3T-AIR FORCE ELEMENTS, U.S. TRANSPORTATION COMMAND",Death,1
AF3V-AIR FORCE ELEMENTS,Death,1
AF3W-AIR FORCE CENTER FOR ENGINEER & ENVIRONMENT,Death,0
AF40-NATIONAL AIR AND SPACE INTELLIGENCE CENTER,Death,1
"AF4D-AIR FORCE ELEMENTS, U.S. NORTHERN COMMAND",Death,1
AF4V-NON-DOD AND OTHER SUPPORT,Death,0
AF4W-AIR FORCE DISTRICT OF WASHINGTON,Death,1
AF5J-AIR FORCE FINANCIAL SERVICES,Death,0
AF5K-AIR FORCE PETROLEUM AGENCY,Death,0
AFGS-AIR FORCE GLOBAL STRIKE COMMAND,Death,1
AFNG-AIR NATIONAL GUARD UNITS (TITLE 32),Death,6
"AFZG-U.S. SPECIAL OPERATIONS COMMAND (ANG, TITLE 32)",Death,0
AG01-OFFICE OF THE SECRETARY OF AGRICULTURE,Death,1
AG02-AGRICULTURAL MARKETING SERVICE,Death,1
AG03-AGRICULTURAL RESEARCH SERVICE,Death,8
AG07-RURAL HOUSING SERVICE,Death,5
AG08-RISK MANAGEMENT AGENCY,Death,0
AG10-FOREIGN AGRICULTURAL SERVICE,Death,0
AG11-FOREST SERVICE,Death,27
AG13-OFFICE OF COMMUNICATIONS,Death,0
AG14-OFFICE OF THE GENERAL COUNSEL,Death,0
AG15-RURAL UTILITIES SERVICE,Death,0
AG16-NATURAL RESOURCES CONSERVATION SERVICE,Death,7
AG18-ECONOMIC RESEARCH SERVICE,Death,2
AG20-NATIONAL AGRICULTURAL STATISTICS SERVICE,Death,1
AG22-NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,Death,0
AG23-OFFICE OF THE INSPECTOR GENERAL,Death,1
AG30-FOOD AND NUTRITION SERVICE,Death,2
AG32-RURAL BUSINESS-COOPERATIVE SERVICE,Death,1
AG34-ANIMAL AND PLANT HEALTH INSPECTION SERVICE,Death,8
"AG36-GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",Death,1
AG37-FOOD SAFETY AND INSPECTION SERVICE,Death,12
AG38-OFFICE OF THE CHIEF ECONOMIST,Death,0
AG42-OFFICE OF BUDGET AND PROGRAM ANALYSIS,Death,0
AG90-OFFICE OF THE CHIEF FINANCIAL OFFICER,Death,4
AGAO-OFFICE OF ADVOCACY AND OUTREACH,Death,0
AGCR-CIVIL RIGHTS,Death,0
AGDA-DEPARTMENTAL ADMINISTRATION,Death,1
AGES-OFFICE OF THE EXECUTIVE SECRETARIAT,Death,0
AGFA-FARM SERVICE AGENCY,Death,3
AGHL-HOMELAND SECURITY STAFF,Death,0
AGIT-OFFICE OF THE CHIEF INFORMATION OFFICER,Death,0
AGNA-NATIONAL APPEALS DIVISION,Death,0
AH01-NATIONAL ENDOWMENT FOR THE ARTS,Death,0
AH02-NATIONAL ENDOWMENT FOR THE HUMANITIES,Death,0
AH03-INSTITUTE OF MUSEUM AND LIBRARY SERVICES,Death,0
AM00-AGENCY FOR INTERNATIONAL DEVELOPMENT,Death,0
AN00-AFRICAN DEVELOPMENT FOUNDATION,Death,0
AP00-APPALACHIAN REGIONAL COMMISSION,Death,0
AR2A-UNITED STATES ARMY CYBER COMMAND,Death,0
AR3A-U.S. ARMY CENTRAL,Death,0
AR5A-U.S. ARMY NORTH,Death,0
ARA1-US ARMY AFRICA/SOUTHERN EUROPEAN TASK FORCE (USAFRAF/SETAF),Death,0
ARAA-U. S. ARMY ACCESSION COMMAND,Death,0
ARAE-U.S. ARMY ACQUISITION SUPPORT CENTER,Death,5
ARAN-U.S. ARMY NATIONAL MILITARY CEMETERIES,Death,0
ARAP-U. S. MILITARY ENTRANCE PROCESSING COMMAND,Death,4
ARAS-U.S. ARMY INTELLIGENCE AND SECURITY COMMAND,Death,1
ARAT-U.S. ARMY TEST AND EVALUATION COMMAND,Death,1
ARBA-U.S. ARMY INSTALLATION MANAGEMENT COMMAND,Death,26
ARCB-U.S. ARMY CRIMINAL INVESTIGATION COMMAND,Death,0
ARCE-U.S. ARMY CORPS OF ENGINEERS,Death,22
ARCS-IMMEDIATE OFFICE OF THE CHIEF OF STAFF OF THE ARMY,Death,1
ARE1-IMMEDIATE OFFICE OF THE COMMANDER-IN-CHIEF OF THE U.S. ARMY EUROPE AND SEVENTH ARMY,Death,1
ARE2-21ST THEATER ARMY AREA COMMAND,Death,0
ARE5-U.S. ARMY V CORPS,Death,0
AREN-SEVENTH ARMY TRAINING COMMAND,Death,0
ARFC-U.S. ARMY FORCES COMMAND,Death,0
ARG6-U.S. ARMY NETWORK ENTERPRISE TECHNOLOGY COMMAND/9TH ARMY SIGNAL COMMAND,Death,3
ARGB-OFFICE OF THE CHIEF OF THE NATIONAL GUARD BUREAU,Death,1
ARHR-U.S. ARMY RESERVE COMMAND,Death,6
ARJ1-U.S. ARMY ELEMENT SHAPE,Death,0
ARJA-JOINT ACTIVITIES,Death,1
ARMA-U.S. MILITARY ACADEMY,Death,0
ARMC-U.S. ARMY MEDICAL COMMAND,Death,40
ARMW-U.S. ARMY MILITARY DISTRICT OF WASHINGTON,Death,3
ARNG-ARMY NATIONAL GUARD UNITS (TITLE 32),Death,11
"ARP1-U.S. ARMY, PACIFIC",Death,1
ARP8-EIGHTH U.S. ARMY,Death,0
ARSA-OFFICE OF THE SECRETARY OF THE ARMY,Death,0
ARSB-FIELD OPERATING OFFICES OF THE OFFICE OF THE SECRETARY OF THE ARMY,Death,0
ARSC-U. S. ARMY SPACE AND MISSILE DEFENSE COMMAND/U. S. ARMY FORCES STRATEGIC COMMAND,Death,1
ARSE-HQDA FIELD OPERATING AGENCIES AND STAFF SUPPORT AGENCIES AND STAFF SUPPORT AGENCIES,Death,6
ARSF-MISCELLANEOUS FIELD OPERATING AGENCIES,Death,0
"ARSJ-JOINT SERVICES AND ACTIVITIES SUPPORTED BY THE OFFICE, SECRETARY OF THE ARMY",Death,1
ARSO-U.S. ARMY SOUTH,Death,0
ARSP-U.S. SPECIAL OPERATIONS COMMAND (ARMY),Death,0
ARTA-U.S. ARMY ACCESSIONS COMMAND,Death,4
ARTC-U.S. ARMY TRAINING AND DOCTRINE COMMAND,Death,15
ARTW-U.S. ARMY WAR COLLEGE,Death,0
ARX1-414TH SUPPORT BRIGADE,Death,0
"ARX2-HEADQUARTERS, AMC",Death,0
"ARX4-TRAINING ACTIVITIES, AMC",Death,0
ARX6-U.S. ARMY AVIATION AND MISSILE COMMAND,Death,10
ARX7-U.S. ARMY TANK-AUTOMOTIVE AND ARMAMENT COMMAND (TACOM),Death,13
ARX8-U.S. ARMY COMMUNICATIONS ELECTRONICS COMMAND,Death,4
ARXB-U.S. ARMY CHEMICAL MATERIALS ACTIVITY,Death,1
ARXC-U.S. ARMY SUSTAINMENT COMMAND,Death,7
ARXD-U. S. ARMY CONTRACTING COMMAND,Death,2
ARXK-MATERIEL ACQUISITION ACTIVITIES,Death,0
ARXP-U.S. ARMY SECURITY ASSISTANCE COMMAND,Death,0
ARXQ-U.S. ARMY JOINT MUNITIONS COMMAND,Death,3
"ARXR-U.S. ARMY RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND",Death,11
ARXT-U.S. ARMY MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND,Death,0
ARXX-MATERIEL READINESS ACTIVITIES,Death,0
AU00-FEDERAL LABOR RELATIONS AUTHORITY,Death,0
AW00-ARCTIC RESEARCH COMMISSION,Death,0
BD00-MERIT SYSTEMS PROTECTION BOARD,Death,0
BF00-DEFENSE NUCLEAR FACILITIES SAFETY BOARD,Death,0
BG00-PENSION BENEFIT GUARANTY CORPORATION,Death,2
BH00-COMMISSION FOR THE PRESERVATION OF AMERICA'S HERITAGE ABROAD,Death,0
BK00-JAMES MADISON MEMORIAL FELLOWSHIP FOUNDATION,Death,0
BO00-OFFICE OF MANAGEMENT AND BUDGET,Death,0
BT00-ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD,Death,0
BW00-NUCLEAR WASTE TECHNICAL REVIEW BOARD,Death,0
BZ00-CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,Death,0
CC00-COMMISSION ON CIVIL RIGHTS,Death,0
CE00-COUNCIL OF ECONOMIC ADVISERS,Death,0
CF00-COMMISSION OF FINE ARTS,Death,0
CM51-OFFICE OF THE SECRETARY,Death,0
CM52-ECONOMIC DEVELOPMENT ADMINISTRATION,Death,0
CM53-BUREAU OF ECONOMIC ANALYSIS,Death,0
CM54-NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,Death,13
CM55-INTERNATIONAL TRADE ADMINISTRATION,Death,0
CM56-PATENT AND TRADEMARK OFFICE,Death,7
CM57-NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,Death,1
CM59-MINORITY BUSINESS DEVELOPMENT AGENCY,Death,0
CM61-NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,Death,2
CM62-NATIONAL TECHNICAL INFORMATION SERVICE,Death,1
CM63-BUREAU OF THE CENSUS,Death,19
CM64-OFFICE OF THE INSPECTOR GENERAL,Death,0
CM65-ECONOMICS AND STATISTICS ADMINISTRATION,Death,0
CM67-BUREAU OF INDUSTRY AND SECURITY,Death,1
CT00-COMMODITY FUTURES TRADING COMMISSION,Death,1
CU00-NATIONAL CREDIT UNION ADMINISTRATION,Death,2
DB00-PUBLIC INTEREST DECLASSIFICATION BOARD,Death,0
DD01-OFFICE OF THE SECRETARY OF DEFENSE,Death,1
DD02-ORGANIZATION OF THE JOINT CHIEFS OF STAFF,Death,1
DD04-DEFENSE INFORMATION SYSTEMS AGENCY,Death,9
DD06-DEFENSE SECURITY COOPERATION AGENCY,Death,0
DD07-DEFENSE LOGISTICS AGENCY,Death,22
DD08-U.S. COURT OF APPEALS FOR THE ARMED FORCES,Death,0
DD10-DEFENSE CONTRACT AUDIT AGENCY,Death,8
DD12-DEFENSE SECURITY SERVICE,Death,0
DD13-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,Death,0
DD15-UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES,Death,0
DD16-DEPARTMENT OF DEFENSE EDUCATION ACTIVITY,Death,4
DD21-WASHINGTON HEADQUARTERS SERVICES,Death,1
DD23-OFFICE OF ECONOMIC ADJUSTMENT,Death,0
DD25-DEFENSE LEGAL SERVICES AGENCY,Death,0
DD26-OFFICE OF THE INSPECTOR GENERAL,Death,0
DD27-MISSILE DEFENSE AGENCY,Death,3
DD29-DEFENSE TECHNOLOGY SECURITY ADMINISTRATION,Death,0
DD34-DEFENSE COMMISSARY AGENCY,Death,13
DD35-DEFENSE FINANCE AND ACCOUNTING SERVICE,Death,18
DD48-DEFENSE HUMAN RESOURCES ACTIVITY,Death,2
DD53-DEFENSE POW/MIA ACCOUNTING AGENCY,Death,1
DD58-DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE,Death,0
DD60-DEFENSE HEALTH AGENCY,Death,6
DD61-DEFENSE THREAT REDUCTION AGENCY,Death,0
DD63-DEFENSE CONTRACT MANAGEMENT AGENCY,Death,8
DD65-PENTAGON FORCE PROTECTION AGENCY,Death,2
DD68-DEPARTMENT OF DEFENSE TEST RESOURCE MANAGEMENT CENTER,Death,0
DD69-NATIONAL DEFENSE UNIVERSITY,Death,1
DD71-DEFENSE MICROELECTRONICS ACTIVITY,Death,0
DD74-DEFENSE TECHNICAL INFORMATION CENTER,Death,0
DD77-BUSINESS TRANSFORMATION AGENCY,Death,0
DD80-DEFENSE MEDIA ACTIVITY,Death,1
DD81-DEFENSE ACQUISITION UNIVERSITY,Death,0
DD82-NATIONAL RECONNAISSANCE OFFICE,Death,0
DF00-OFFICE OF THE FEDERAL COORDINATOR FOR ALASKA NATURAL GAS TRANSPORTATION PROJECTS,Death,0
DG00-NORTHERN BORDER REGIONAL COMMISSION,Death,0
"DJ01-OFFICES, BOARDS AND DIVISIONS",Death,5
DJ02-FEDERAL BUREAU OF INVESTIGATION,Death,18
DJ03-BUREAU OF PRISONS/FEDERAL PRISON SYSTEM,Death,17
DJ06-DRUG ENFORCEMENT ADMINISTRATION,Death,8
DJ07-OFFICE OF JUSTICE PROGRAMS,Death,0
DJ08-U.S. MARSHALS SERVICE,Death,2
DJ09-EXECUTIVE OFFICE FOR U.S. ATTORNEYS AND THE OFFICES OF THE U.S. ATTORNEYS,Death,3
DJ10-OFFICE OF THE INSPECTOR GENERAL,Death,0
DJ11-U.S. TRUSTEE PROGRAM,Death,3
DJ12-EXECUTIVE OFFICE FOR IMMIGRATION REVIEW,Death,2
DJ14-COMMUNITY RELATIONS SERVICE,Death,0
"DJ15-BUREAU OF ALCOHOL, TOBACCO, FIREARMS, AND EXPLOSIVES",Death,3
DLAA-OFFICE OF THE SECRETARY OF LABOR,Death,0
DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,Death,1
DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS,Death,0
DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,Death,0
DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER,Death,0
DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY,Death,0
DLES-EMPLOYMENT STANDARDS ADMINISTRATION,Death,0
DLET-EMPLOYMENT AND TRAINING ADMINISTRATION,Death,3
DLIG-OFFICE OF THE INSPECTOR GENERAL,Death,0
DLLS-BUREAU OF LABOR STATISTICS,Death,4
DLMS-MINE SAFETY AND HEALTH ADMINISTRATION,Death,2
DLOF-OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS,Death,0
DLOL-OFFICE OF LABOR-MANAGEMENT STANDARDS,Death,1
DLOW-OFFICE OF WORKERS' COMPENSATION PROGRAMS,Death,1
DLPA-OFFICE OF PUBLIC AFFAIRS,Death,0
DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY,Death,0
DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION,Death,0
DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,Death,3
DLSL-OFFICE OF THE SOLICITOR,Death,0
DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES,Death,0
DLWB-WOMEN'S BUREAU,Death,0
DLWH-WAGE AND HOUR DIVISION,Death,2
DN00-DEPARTMENT OF ENERGY,Death,7
DNFE-FEDERAL ENERGY REGULATORY COMMISSION,Death,0
DQ00-DENALI COMMISSION,Death,0
EB00-EXPORT-IMPORT BANK OF THE UNITED STATES,Death,0
EC00-OFFICE OF ADMINISTRATION,Death,0
EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,Death,1
EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION,Death,0
EDEC-OFFICE FOR CIVIL RIGHTS,Death,0
"EDED-OFFICE OF PLANNING, EVALUATION AND POLICY DEVELOPMENT",Death,0
EDEE-OFFICE OF THE UNDER SECRETARY,Death,0
EDEF-OFFICE OF INSPECTOR GENERAL,Death,0
EDEG-OFFICE OF THE GENERAL COUNSEL,Death,0
EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES,Death,1
EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER,Death,0
EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS,Death,0
EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER,Death,0
EDEM-OFFICE OF MANAGEMENT,Death,0
EDEN-FEDERAL STUDENT AID,Death,4
EDEO-OFFICE OF COMMUNICATIONS AND OUTREACH,Death,0
EDEP-OFFICE OF POSTSECONDARY EDUCATION,Death,0
EDEQ-OFFICE OF SAFE AND DRUG-FREE SCHOOLS,Death,0
EDER-INSTITUTE OF EDUCATION SCIENCES,Death,0
EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION,Death,0
EDET-OFFICE OF ENGLISH LANGUAGE ACQUISITION,Death,0
EDEU-OFFICE OF INNOVATION AND IMPROVEMENT,Death,0
EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION,Death,0
EDEY-ADVISORY COUNCILS AND COMMITTEES,Death,0
EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD,Death,0
EE00-EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Death,3
EO00-MORRIS K. UDALL AND STEWART L. UDALL FOUNDATION,Death,0
EP00-ENVIRONMENTAL PROTECTION AGENCY,Death,11
EQ00-COUNCIL ON ENVIRONMENTAL QUALITY/OFFICE OF ENVIRONMENTAL QUALITY,Death,0
EW00-TRADE AND DEVELOPMENT AGENCY,Death,0
FC00-FEDERAL COMMUNICATIONS COMMISSION,Death,3
FD00-FEDERAL DEPOSIT INSURANCE CORPORATION,Death,6
FI00-FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,Death,0
FJ00-CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD,Death,0
FK00-FARM CREDIT SYSTEM INSURANCE CORPORATION,Death,0
FL00-FARM CREDIT ADMINISTRATION,Death,0
FM00-FEDERAL MEDIATION AND CONCILIATION SERVICE,Death,0
FQ01-OFFICE OF THE DIRECTOR,Death,0
FQ02-PRETRIAL SERVICES AGENCY,Death,0
FRFT-BUREAU OF CONSUMER FINANCIAL PROTECTION,Death,2
FT00-FEDERAL TRADE COMMISSION,Death,0
FW00-OFFICE OF SPECIAL COUNSEL,Death,0
GB00-OVERSEAS PRIVATE INVESTMENT CORPORATION,Death,0
GC00-GULF COAST ECOSYSTEM RESTORATION COUNCIL,Death,0
GE00-BARRY GOLDWATER SCHOLARSHIP AND EXCELLENCE IN EDUCATION FOUNDATION,Death,0
GG00-OFFICE OF GOVERNMENT ETHICS,Death,0
GJ00-PRESIDIO TRUST,Death,1
GM00-VALLES CALDERA TRUST,Death,0
GO00-VIETNAM EDUCATION FOUNDATION,Death,0
GQ00-ELECTION ASSISTANCE COMMISSION,Death,0
GS01-IMMEDIATE OFFICE OF THE ADMINISTRATOR,Death,0
GS02-OFFICE OF ADMINISTRATIVE SERVICES,Death,0
GS03-PUBLIC BUILDINGS SERVICE,Death,7
GS04-OFFICE OF CIVIL RIGHTS,Death,0
GS10-OFFICE OF SMALL BUSINESS UTILIZATION,Death,0
GS11-OFFICE OF THE CHIEF FINANCIAL OFFICER,Death,0
GS12-OFFICE OF GENERAL COUNSEL,Death,0
GS13-CIVILIAN BOARD OF CONTRACT APPEALS,Death,0
GS14-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,Death,0
GS15-OFFICE OF INSPECTOR GENERAL,Death,0
GS18-TECHNOLOGY TRANSFORMATION SERVICE,Death,0
GS19-OFFICE OF CITIZEN SERVICES AND INNOVATIVE TECHNOLOGIES,Death,0
GS20-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,Death,0
GS22-OFFICES OF THE REGIONAL ADMINISTRATORS,Death,0
GS26-OFFICE OF GOVERNMENTWIDE POLICY,Death,1
GS28-OFFICE OF GSA IT,Death,0
GS30-FEDERAL ACQUISITION SERVICE,Death,8
GS31-OFFICE OF EMERGENCY RESPONSE AND RECOVERY,Death,0
GS32-OFFICE OF COMMUNICATIONS AND MARKETING,Death,0
GS33-OFFICE OF THE CUSTOMER EXPERIENCE,Death,0
GW00-INTERNATIONAL BOUNDARY AND WATER COMMISSION:  UNITED STATES AND MEXICO,Death,0
GX00-INTERNATIONAL BOUNDARY COMMISSION:  UNITED STATES AND CANADA,Death,0
GY00-INTERNATIONAL JOINT COMMISSION:  UNITED STATES AND CANADA,Death,0
HB**-UNSPECIFIED,Death,0
HB00-COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED,Death,0
HD00-U.S. HOLOCAUST MEMORIAL MUSEUM,Death,0
HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,Death,2
HE11-PROGRAM SUPPORT CENTER,Death,0
HE12-ADMINISTRATION FOR COMMUNITY LIVING,Death,0
HE13-OFFICE OF INSPECTOR GENERAL,Death,0
HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,Death,0
HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,Death,0
HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,Death,0
HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION,Death,3
HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,Death,0
HE36-FOOD AND DRUG ADMINISTRATION,Death,8
HE37-INDIAN HEALTH SERVICE,Death,17
HE38-NATIONAL INSTITUTES OF HEALTH,Death,12
HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION,Death,8
HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES,Death,5
HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES,Death,0
HF**-UNSPECIFIED,Death,0
HF00-FEDERAL HOUSING FINANCE AGENCY,Death,0
HFHA-FEDERAL HOUSING FINANCE AGENCY,Death,1
HFHI-OFFICE OF INSPECTOR GENERAL,Death,0
HP00-ADVISORY COUNCIL ON HISTORIC PRESERVATION,Death,0
HSAA-DHS HEADQUARTERS,Death,1
HSAB-BUREAU OF CITIZENSHIP AND IMMIGRATION SERVICES,Death,8
HSAC-U.S. COAST GUARD,Death,4
HSAD-U.S. SECRET SERVICE,Death,0
HSAE-OFFICE OF THE INSPECTOR GENERAL,Death,1
HSBB-BUREAU OF IMMIGRATION AND CUSTOMS ENFORCEMENT,Death,6
HSBC-TRANSPORTATION SECURITY ADMINISTRATION,Death,33
HSBD-BUREAU OF CUSTOMS AND BORDER PROTECTION,Death,38
HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTERS,Death,2
HSCA-NATIONAL PROTECTION AND PROGRAMS DIRECTORATE,Death,2
HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY,Death,7
HSDA-DOMESTIC NUCLEAR DETECTION OFFICE,Death,0
HSFA-OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,Death,0
HT00-HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,Death,0
HU**-UNSPECIFIED,Death,0
HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND,Death,0
HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY,Death,1
HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC,Death,0
HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN,Death,2
HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST,Death,0
HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST,Death,0
HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS,Death,0
HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS,Death,0
HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII,Death,0
HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA,Death,0
HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,Death,0
HUBB-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,Death,0
HUCC-OFFICE OF GENERAL COUNSEL,Death,1
HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,Death,0
HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,Death,0
HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER,Death,0
HUGG-OFFICE OF INSPECTOR GENERAL,Death,1
HUII-OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION,Death,0
HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,Death,0
HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES,Death,0
HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT,Death,0
HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL,Death,0
HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,Death,0
HUNN-OFFICE OF THE CHIEF PROCUREMENT OFFICER,Death,0
HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,Death,0
HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER,Death,0
HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,Death,0
HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE),Death,0
HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY,Death,0
HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,Death,0
HUXX-OFFICE OF STRATEGIC PLANNING AND MANAGEMENT,Death,0
HUYY-OFFICE OF SUSTAINABLE HOUSING AND COMMUNTIES,Death,0
HW00-U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,Death,0
IB00-BROADCASTING BOARD OF GOVERNORS,Death,3
IF00-INTER-AMERICAN FOUNDATION,Death,0
IG00-COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY,Death,0
IN01-OFFICE OF THE SECRETARY OF THE INTERIOR,Death,2
IN05-BUREAU OF LAND MANAGEMENT,Death,8
IN06-INDIAN AFFAIRS,Death,7
IN07-BUREAU OF RECLAMATION,Death,4
IN08-GEOLOGICAL SURVEY,Death,7
IN10-NATIONAL PARK SERVICE,Death,18
IN15-U.S. FISH AND WILDLIFE SERVICE,Death,12
IN21-OFFICE OF THE SOLICITOR,Death,0
"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT",Death,0
"IN23-BUREAU OF OCEAN ENERGY MANAGEMENT, REGULATION, AND ENFORCEMENT",Death,0
IN24-OFFICE OF THE INSPECTOR GENERAL,Death,0
IN26-BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,Death,1
IN27-BUREAU OF OCEAN ENERGY MANAGEMENT,Death,1
JL03-U.S. TAX COURT,Death,0
KS00-CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,Death,1
LF00-FEDERAL ELECTION COMMISSION,Death,0
LP00-GOVERNMENT PRINTING OFFICE,Death,3
LT00-U.S. TAX COURT,Death,0
MA00-MARINE MAMMAL COMMISSION,Death,0
MC00-FEDERAL MARITIME COMMISSION,Death,0
